Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
"Villinki/Rotarien sinileväseuranta (Jollas, Furuvik)";"60° 9' 30.67"" N, 25° 3' 49.64"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:26:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Hemsjön (48.003.1.004)/Heimsjö simstrand";"63° 32' 37.21"" N, 23° 30' 27.04"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:27:00;1;;-;"Asiantuntijan ylläpitämä";
"Vanajavesi (yhd.)/Kuhanselkä, Mälkiäinen";"61° 11' 56.19"" N, 24° 16' 0.88"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:27:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Salkolanjärvi (35.983.1.001)/Kulakannokka";"60° 38' 0.21"" N, 23° 52' 33.64"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:28:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Peckasjön (48.004.1.007)/Högnabban uimaranta";"63° 29' 0.88"" N, 23° 35' 5.89"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:32:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kirkkojärvi (24.021.1.005)/Ämmäsaari";"60° 13' 8.84"" N, 23° 24' 51.72"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:37:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Testattu BlueGreenTest myrkyllinen."
"Ontojärvi - Nurmesjärvi (59.911.1.001)/Heinälahti";"64° 7' 51.29"" N, 28° 58' 44.94"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:39:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pääjärvi (14.631.1.001)/Valtakunnallinen sinileväseuranta (Riuttaniemi)";"62° 52' 15.60"" N, 24° 47' 3.48"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:45:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ålands Hav Södra/Rotarien sinileväseuranta (Langnäs, Järsö)";"60° 0' 43.26"" N, 19° 59' 7.70"" E";"Ahvenanmaan maakunta";2023-07-12T11:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kallavesi (yhd.)/Valtakunnallinen sinileväseuranta (Itkonniemi)";"62° 53' 57.48"" N, 27° 43' 52.68"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T11:59:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Katumajärvi (35.236.1.001)/KaSyn havaintopaikka (Idänpää)";"60° 59' 57.31"" N, 24° 30' 33.23"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:00:00;1;;-;"Asiantuntijan ylläpitämä";
"Halikonlahden pohjoinen haara/Rotarien sinileväseuranta (Sandö)";"60° 13' 31.28"" N, 22° 30' 11.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:05:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pitkäjärvi (04.152.1.002)/Valtakunnallinen sinileväseuranta (Pitkäjärven uimaranta)";"61° 40' 26.91"" N, 27° 14' 50.94"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:09:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Luvian sisäsaaristo/Kaasanpala";"61° 22' 5.82"" N, 21° 30' 54.76"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:14:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Rannan tuntumassa näkyy levähiutaleita."
"Luodon saaristo/Långö, Öja";"63° 50' 8.45"" N, 22° 54' 8.79"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:15:00;1;;-;"Asiantuntijan ylläpitämä";
"Stora Seljes (49.051.1.004)/Seljes";"63° 41' 49.92"" N, 23° 31' 33.97"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:26:00;1;;-;"Asiantuntijan ylläpitämä";
"Oulun edusta/Valtakunnallinen sinileväseuranta (Perämeri Kellon Kiviniemi)";"65° 6' 51.24"" N, 25° 19' 6.37"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rehja - Nuasjärvi (59.811.1.001)/Havaintopaikka 3";"64° 11' 6.09"" N, 27° 52' 47.13"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:46:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ajos sisä/Täikkö";"65° 42' 15.99"" N, 24° 27' 39.27"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:49:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kulovesi (35.132.1.001)/Valtakunnallinen sinileväseuranta (Naarlahti)";"61° 28' 27.51"" N, 23° 20' 38.90"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Lehtiniemi)";"61° 26' 20.60"" N, 23° 29' 18.64"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Maatialanlahti)";"61° 28' 44.17"" N, 23° 32' 54.63"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T12:53:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Iniön saaristoalue (95.212)/Valtakunnallinen sinileväseuranta (Söderby)";"60° 21' 58.40"" N, 21° 24' 29.98"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T13:01:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ukonvesi (Saimaa) (04.151.1.001)/Valtakunnallinen sinileväseuranta (Launialan uimaranta)";"61° 41' 26.77"" N, 27° 19' 14.76"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T13:10:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Keitele (yhd.)/Osuuskunta Äänekosken Lossinvalkama";"62° 37' 48.71"" N, 25° 43' 56.59"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T13:19:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Emetträsket (49.026.1.002)/Prästlandsstranden";"63° 37' 26.17"" N, 23° 24' 7.29"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T13:30:00;1;;-;"Asiantuntijan ylläpitämä";
"Lappajärvi (47.031.1.001)/Niskan pato";"63° 15' 38.70"" N, 23° 38' 5.57"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T13:39:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten sisäsaaristovedet/Rotarien sinileväseuranta (Parainen, Tjuven saari)";"60° 17' 10.66"" N, 22° 18' 39.84"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T13:39:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkonsalmi - Salavainen - Kolkka/Kukolaistenlahti";"60° 27' 39.48"" N, 21° 49' 30.52"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T13:59:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Lappajärvi (47.031.1.001)/Kärnän uimaranta";"63° 9' 13.92"" N, 23° 39' 26.52"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T14:03:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Niemisjärvi (04.556.1.001)/Valtakunnallinen sinileväseuranta";"63° 38' 15.36"" N, 26° 30' 22.32"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T14:29:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kustavin rannikkoalue (95.31)/Valtakunnallinen sinileväseuranta (Ströömi)";"60° 32' 41.33"" N, 21° 19' 54.32"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T15:03:56;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kemijärvi (yhd.)/Ailanganniemi";"66° 35' 3.46"" N, 27° 27' 57.68"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T15:24:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Juomalasitesin perusteella vähäinen määrä."
"Kirkkojärvi (24.021.1.005)/Valtakunnallinen sinileväseuranta (Järvelän uimaranta)";"60° 14' 56.74"" N, 23° 28' 8.82"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T15:56:53;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Turun rannikkoalue (95.11)/Valtakunnallinen sinileväseuranta (Kirkonsalmi, Merimasku)";"60° 28' 43.61"" N, 21° 53' 4.99"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T16:04:57;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Paraisten sisäsaaristovedet/Rotarien sinileväseuranta (Lilltervo, Djupsundet)";"60° 13' 40.37"" N, 22° 12' 36.11"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T16:45:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Seurasaari/Rotarien sinileväseuranta (Laajalahti, Munkkiniemenranta)";"60° 11' 50.61"" N, 24° 51' 59.06"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T18:33:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kaavinjärvi (04.731.1.001)/Rotarien sinileväseuranta (Tulisaari)";"62° 56' 54.50"" N, 28° 28' 5.61"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T19:20:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Sipoon saaristo/Valtakunnallinen sinileväseuranta (Karhusaari)";"60° 14' 43.21"" N, 25° 13' 24.86"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T19:48:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Rotarien sinileväseuranta (Nämarholmen)";"60° 10' 7.53"" N, 21° 51' 52.38"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T19:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Veden sameus on lisääntynyt"
"Kätkänjärvi (44.073.1.002)/Kätkänjärven uimaranta";"62° 50' 44.31"" N, 23° 50' 2.21"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T20:09:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kattilajärvi (59.331.1.006)/Havaintopaikka 1";"64° 16' 25.05"" N, 27° 32' 20.54"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-07-12T20:14:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Haapasaaren itäinen ulkomerialue (91.12)/Valtakunnallinen sinileväseuranta (Suomenlahti, Haapasaari)";"60° 15' 1.20"" N, 27° 14' 49.35"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T08:58:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Haapasaaren merivartioston havaintojen perusteella pintavesikeroksessa on sinilevähippua jonkin verran (levämäärä=1)."
"Tammion saaristoalue (91.113)/Valtakunnallinen sinileväseuranta (Suomenlahti, Huovari)";"60° 23' 18.66"" N, 27° 39' 18.74"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T09:01:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Hurpun merivartioston havaintojen perusteella sinilevää on hippusina pintavesikerroksessa."
"Sipoon saaristo/Söderkullalandet, mökkiranta";"60° 14' 46.43"" N, 25° 19' 44.51"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T10:44:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Mallasvesi (35.711.1.001)/Mallasniemen keittokatos";"61° 18' 35.71"" N, 24° 8' 8.88"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T11:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Roine (yhd.)/Vänninsalo";"61° 23' 31.50"" N, 24° 6' 9.18"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T13:26:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Korppoon eteläinen saaristoalue (92.31)/Valtakunnallinen sinileväseuranta (Aspö)";"59° 56' 56.15"" N, 21° 36' 30.84"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T13:31:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vesijärvi (14.241.1.001)/Kapteeninaukion uimapaikka";"61° 0' 21.69"" N, 25° 38' 21.03"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T15:34:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vesijärvi (14.241.1.001)/Teivaan satama";"60° 59' 18.83"" N, 25° 38' 28.75"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T15:37:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kortejärvi (61.582.1.001)/Havaintopaikka 1";"65° 52' 36.78"" N, 27° 37' 43.22"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T18:41:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso-Pyhäntä (59.482.1.001)/Havaintopaikka 1";"64° 28' 40.41"" N, 28° 19' 29.76"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-07-13T20:05:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ylisjärvi (24.043.1.001)/Tuoreskallio";"60° 21' 17.47"" N, 23° 16' 26.79"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T09:07:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Alvajärvi (14.481.1.001)/Temola";"63° 25' 20.08"" N, 25° 23' 14.10"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T10:22:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Hippusia vedessä."
"Viinijärvi (04.352.1.001)/Havaintopaikka 6";"62° 43' 36.32"" N, 29° 19' 21.10"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T12:30:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kirkonsalmi - Salavainen - Kolkka/Rotarien sinileväseuranta (Pölläniemi)";"60° 29' 25.84"" N, 21° 48' 40.20"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T13:54:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ähtärinjärvi (35.433.1.001)/Jatakallio";"62° 39' 7.04"" N, 24° 6' 57.67"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T14:11:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Haapajärvi (04.642.1.040)/Levälahti";"63° 45' 49.57"" N, 27° 48' 15.85"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T15:13:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
Vappari/Latosaari;"60° 20' 19.74"" N, 22° 12' 15.41"" E";-;2023-07-14T15:28:41;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Puumala Koskenselkä Hiekkasalmi";"61° 32' 44.23"" N, 28° 8' 7.22"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T15:55:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Öjanjärvi (99.210.1.002)/Laajalahden uimaranta";"63° 47' 57.09"" N, 23° 0' 33.52"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T16:05:00;1;;-;"Asiantuntijan ylläpitämä";
"Kokkolan edusta/Lahdenperän uimaranta";"63° 50' 2.36"" N, 23° 2' 32.01"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T16:07:00;1;;-;"Asiantuntijan ylläpitämä";
"Luodon saaristo/Långö, Öja";"63° 50' 8.54"" N, 22° 54' 8.67"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T16:09:00;1;;-;"Asiantuntijan ylläpitämä";
"Kokkolan edusta/Vanhansatamanlahden uimaranta";"63° 51' 19.90"" N, 23° 6' 32.40"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T16:11:00;1;;-;"Asiantuntijan ylläpitämä";
"Pihlajavesi (Saimaa) (04.121.1.001)/Tetrinselkä";"61° 29' 32.49"" N, 28° 20' 1.87"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T16:44:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Mytäjärvi (18.042.1.002)/Uimaranta";"60° 58' 43.97"" N, 25° 38' 14.20"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2023-07-14T20:02:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Halikonlahden pohjoinen haara/Bergholma";"60° 14' 3.07"" N, 22° 30' 22.91"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T09:04:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ylisjärvi (24.043.1.001)/Tuoreskallio";"60° 21' 17.47"" N, 23° 16' 26.79"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T10:14:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Halikonlahden pohjoinen haara/Havaintopaikka 1";"60° 14' 31.42"" N, 22° 39' 56.74"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T11:22:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kirkonsalmi - Salavainen - Kolkka/Kolkanlahti";"60° 24' 48.40"" N, 21° 51' 59.90"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T12:15:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Oulujärvi (yhd.)/Tervakaarre";"64° 16' 11.02"" N, 27° 38' 16.41"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T12:35:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Oulujärvi (yhd.)/Oulujärven retkeilyalue";"64° 24' 0.81"" N, 27° 2' 31.99"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T13:50:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kemijärvi (yhd.)/Ailangan leirikeskus";"66° 35' 12.18"" N, 27° 29' 19.26"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T15:07:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Velkuan - Iniön välisaaristo/Perkala, itäranta";"60° 22' 28.44"" N, 21° 29' 21.89"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T15:44:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"BGT testi +."
"Ontojärvi - Nurmesjärvi (59.911.1.001)/Ärjä";"64° 6' 17.78"" N, 29° 8' 59.27"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T17:04:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Jäkälänjärvi (14.192.1.026)/Koivula";"61° 2' 45.17"" N, 27° 36' 16.13"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T21:14:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (65.364.1.001)/Astelin uimaranta";"67° 2' 48.93"" N, 27° 12' 55.12"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T21:36:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten sisäsaaristovedet/Rotarien sinileväseuranta (Sattmarksholmen)";"60° 15' 2.66"" N, 22° 14' 3.36"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-15T23:25:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhämaan saaristo/Rotarien sinileväseuranta (Letonmaa)";"60° 58' 58.25"" N, 21° 14' 33.73"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-16T07:16:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ylisjärvi (24.043.1.001)/Tuoreskallio";"60° 21' 17.47"" N, 23° 16' 26.79"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-16T07:28:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Höytiäinen (04.821.1.001)/Pulkinluoto";"62° 49' 37.12"" N, 29° 45' 42.59"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-07-16T10:54:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ranuanjärvi (61.463.1.002)/Valtakunnallinen sinileväseuranta";"65° 56' 8.88"" N, 26° 31' 1.92"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2023-07-16T15:33:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Konnevesi (14.711.1.001)/Rappaatlahti";"62° 34' 37.13"" N, 26° 26' 22.46"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-16T17:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Ei lauttoja, mutta kelluvia pieniä hiutaleita tarkkaan katsottuna laiturin vieressä n. 60 cm syvässä vedessä."
"Halikonlahden pohjoinen haara/Rotarien sinileväseuranta (Sandö)";"60° 13' 31.28"" N, 22° 30' 11.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-17T09:28:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Saimaa (04.112.1.001)/Valtakunnallinen sinileväseuranta (Huhtiniemi)";"61° 3' 32.40"" N, 28° 8' 24.72"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-17T10:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rauman edusta/Valtakunnallinen sinileväseuranta (Syväraumanlahti)";"61° 8' 27.47"" N, 21° 28' 18.86"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-17T12:05:58;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Havaintopaikalla kova tuuli."
"Mynälahden sisäosa/Valtakunnallinen sinileväseuranta (Kärmäläinen)";"60° 33' 22.67"" N, 21° 46' 3.57"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-17T13:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rauman ja Eurajoen saaristo/Rotarien sinileväseuranta (Verkkoniemennokka)";"61° 3' 37.92"" N, 21° 23' 29.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-17T15:08:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haapasaaren itäinen ulkomerialue (91.12)/Valtakunnallinen sinileväseuranta (Suomenlahti, Haapasaari)";"60° 15' 1.20"" N, 27° 14' 49.35"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T07:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tarkka+ palvelun satelliittikuvan perusteella sinilevää voisi esiintyä vähäisiä määriä veteen sekoittuneena Haapasaaren ympäristössä ja eteläpuoleisella avomerialueella."
"Kuusijärvi (81.048.1.003)/Valtakunnallinen sinileväseuranta";"60° 18' 46.44"" N, 25° 6' 40.68"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T08:30:00;1;;-;"Asiantuntijan ylläpitämä";
"Paimionlahti ja Paimionselän sisäosa/Valtakunnallinen sinileväseuranta (Paimionlahti, Harvaluodon uimaranta)";"60° 22' 14.99"" N, 22° 30' 56.58"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T08:41:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Paraisten ja Nauvon välinen vesialue/Yxkilsudd";"60° 10' 22.00"" N, 22° 15' 39.68"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T09:05:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ähtärinjärvi (35.433.1.001)/Valtakunnallinen sinileväseuranta (Ähtärinsalmi)";"62° 35' 31.30"" N, 24° 8' 6.38"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T09:05:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pernajanlahti/Rotarien sinileväseuranta (Idlax, Meritorpan laituri)";"60° 22' 24.30"" N, 26° 2' 55.49"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T09:36:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Pinnalla ei ollut levää.Vesi vihreän sameaa."
"Suuri-Onkamo (04.372.1.001)/Valtakunnallinen sinileväseuranta (Piranlahti)";"62° 18' 35.50"" N, 29° 59' 38.10"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T09:44:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2023-07-18T09:44:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
