Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
Bergöfjärden/Saunaranta;"63° 3' 21.06"" N, 21° 23' 52.18"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-15T08:27:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vardskadsudden - Strömma/Rotarien sinileväseuranta (Pedersåstrand)";"60° 5' 25.13"" N, 22° 49' 30.25"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-15T08:41:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Päijänne (yhd.)/Tehinkärki";"61° 33' 39.45"" N, 25° 24' 53.10"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-15T10:39:00;1;;-;"Kokeneen käyttäjän ylläpitämä";Hippuja
"Haapasaaren itäinen ulkomerialue (91.12)/Valtakunnallinen sinileväseuranta (Suomenlahti, Haapasaari)";"60° 15' 1.20"" N, 27° 14' 49.35"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-15T12:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Leväkukinnot (näytteenottajan havainto), levärunsaus, silmämäär. havainto =1."
"Uudenkaupungin avomeri/Rotarien sinileväseuranta (Putsaari, Lohiluoma)";"60° 47' 12.36"" N, 21° 8' 58.88"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-15T16:16:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kivenpuulammi (35.823.1.002)/Rotarien sinileväseuranta";"60° 49' 31.76"" N, 25° 0' 23.14"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-07-15T19:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Suuri-Onkamo (04.372.1.001)/Valtakunnallinen sinileväseuranta (Piranlahti)";"62° 18' 35.50"" N, 29° 59' 38.10"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T04:02:57;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ströömi/Rotarien sinileväseuranta (Hosmanviikki)";"60° 33' 48.73"" N, 21° 17' 28.76"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T07:50:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Iniön - Kustavin ulkosaaristoalue/Rotarien sinileväseuranta (Grisslesklobben)";"60° 24' 23.56"" N, 21° 14' 32.87"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T07:59:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Yli-Kitka (73.025.1.001)/Valtakunnallinen sinileväseuranta (Himmerkinlahti)";"66° 4' 54.48"" N, 28° 17' 3.48"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T08:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ukki (35.731.1.002)/Valtakunnallinen sinileväseuranta";"61° 28' 0.12"" N, 24° 4' 21.36"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T08:48:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kytäjärvi (21.032.1.001)/Valtakunnallinen sinileväseuranta";"60° 36' 50.04"" N, 24° 39' 47.52"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T09:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Paimionlahti ja Paimionselän sisäosa/Valtakunnallinen sinileväseuranta (Paimionlahti, Harvaluodon uimaranta)";"60° 22' 14.99"" N, 22° 30' 56.58"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T09:33:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houhajärvi (35.184.1.002)/Valtakunnallinen sinileväseuranta";"61° 17' 54.38"" N, 22° 58' 47.87"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T09:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Usminjärvi (21.031.1.004)/Valtakunnallinen sinileväseuranta";"60° 37' 50.16"" N, 24° 45' 38.52"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T10:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Alajärvi (47.043.1.001)/Valtakunnallinen sinileväseuranta (Pynttärinniemi, Hauta-ahon uimapaikka)";"62° 59' 40.40"" N, 23° 51' 14.28"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T10:51:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
Mannervesi/Koivuniemi;"61° 0' 5.47"" N, 21° 18' 31.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T10:52:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Alajärvi (47.043.1.001)/Valtakunnallinen sinileväseuranta (Hoiskon uimapaikka)";"63° 1' 24.74"" N, 23° 52' 34.37"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T10:53:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Onkivesi (04.511.1.001)/Valtakunnallinen sinileväseuranta";"63° 21' 44.57"" N, 27° 22' 4.10"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T10:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ahmo (04.651.1.003)/Valtakunnallinen sinileväseuranta";"63° 4' 57.36"" N, 27° 39' 15.84"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T11:04:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Hippuja selkeästi nähtävissä vesipatsaassa."
"Uudenkaupungin rannikkoalue (96.11)/Valtakunnallinen sinileväseuranta (Santtion uimaranta)";"60° 48' 32.43"" N, 21° 23' 34.27"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T11:04:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kevätön (04.652.1.026)/Valtakunnallinen sinileväseuranta";"63° 5' 33.72"" N, 27° 36' 55.44"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T11:06:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Halikonlahden pohjoinen haara/Rotarien sinileväseuranta (Sandö)";"60° 13' 31.28"" N, 22° 30' 11.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T11:17:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pöyliöjärvi (65.311.1.118)/Valtakunnallinen sinileväseuranta";"66° 42' 52.20"" N, 27° 25' 27.48"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T11:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rauman edusta/Otanlahti";"61° 8' 15.72"" N, 21° 28' 11.28"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T11:43:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Rusutjärvi (21.083.1.001)/Valtakunnallinen sinileväseuranta (uimaranta)";"60° 25' 47.28"" N, 24° 59' 17.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T11:52:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Sipoon saaristo/Rotarien sinileväseuranta (Sipoon selkä, Stora Korpholmen)";"60° 12' 26.41"" N, 25° 19' 52.66"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T12:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Näyte vedessä vähä levää rantaa kiertävässä pintavedessä runsaasti levää joka päivän aikana siirtyy eteenpäin tuulen mukana."
"Kotkan edustan sisäsaaristo/Valtakunnallinen sinileväseuranta (Suomenlahti, Santalahti, uimaranta)";"60° 26' 3.49"" N, 26° 51' 51.69"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T12:25:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (34.031.1.001)/Valtakunnallinen sinileväseuranta (Kauttua)";"61° 6' 9.39"" N, 22° 10' 40.84"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T12:25:04;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Vanhankylänniemi)";"60° 27' 3.24"" N, 25° 3' 9.00"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T13:51:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kallavesi (yhd.)/Valtakunnallinen sinileväseuranta (Itkonniemi)";"62° 53' 57.48"" N, 27° 43' 52.68"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T14:35:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Bengtsår/Rotarien sinileväseuranta (Björkholmen)";"59° 53' 40.92"" N, 22° 55' 57.95"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T15:28:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkkojärvi (24.021.1.005)/Valtakunnallinen sinileväseuranta (Järvelän uimaranta)";"60° 14' 56.74"" N, 23° 28' 8.82"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T16:20:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rauman edusta/Valtakunnallinen sinileväseuranta (Syväraumanlahti)";"61° 8' 27.47"" N, 21° 28' 18.86"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T16:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Onkivesi (04.511.1.001)/Vattusaari";"63° 10' 52.07"" N, 27° 23' 34.16"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T16:40:00;1;;-;"Tavallisen käyttäjän ylläpitämä";Sinilevähavainto.
"Kuivajärvi (59.633.1.020)/Valtakunnallinen sinileväseuranta";"64° 38' 19.68"" N, 30° 3' 10.80"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T19:44:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ala-Kitka (73.024.1.001)/Virranlahti";"66° 17' 14.31"" N, 28° 59' 44.74"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T19:45:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vimpelinlampi (59.337.1.002)/Valtakunnallinen sinileväseuranta";"64° 12' 49.32"" N, 27° 41' 18.24"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T19:47:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Houtskarin pääsaarten vesialue/Saverkeit, Steinvik";"60° 14' 3.47"" N, 21° 24' 46.60"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-16T20:25:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Jäälinjärvi (84.114.1.015)/Valtakunnallinen sinileväseuranta (Jäälinmajan uimaranta)";"65° 5' 47.04"" N, 25° 41' 27.60"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T09:53:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (35.931.1.002)/Valtakunnallinen sinileväseuranta (Manttaalinranta)";"60° 48' 19.44"" N, 23° 46' 10.20"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T10:15:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pielinen (04.411.1.001)/Valtakunnallinen sinileväseuranta (Nurmeksen sataman uimaranta)";"63° 32' 28.40"" N, 29° 7' 56.42"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T10:17:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Urpolanlampi (04.152.1.001)/Uusi hulevesiputki";"61° 40' 37.46"" N, 27° 15' 36.06"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T10:51:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Sinilevää ja öljykalvoa."
"Katumajärvi (35.236.1.001)/Valtakunnallinen sinileväseuranta";"61° 0' 0.82"" N, 24° 30' 30.30"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T11:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (35.211.1.001)/Valtakunnallinen sinileväseuranta (Vesilahden Kirkonkylä)";"61° 18' 42.37"" N, 23° 36' 35.82"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T11:55:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Höytiäinen (04.821.1.001)/Valtakunnallinen sinileväseuranta (Hiekkaniemi)";"63° 2' 44.07"" N, 29° 31' 55.00"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T12:17:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (04.391.1.001)/Valtakunnallinen sinileväseuranta (Sorvanniemi)";"61° 53' 41.64"" N, 29° 59' 47.40"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T12:33:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Raahen edusta/Valtakunnallinen sinileväseuranta (Pikkulahti, uimaranta)";"64° 41' 22.19"" N, 24° 27' 46.37"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T12:54:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Kanoottilaiturin ja uimarannan rajalla hieman sinilevää, uimarannan vieressä kanoottilaiturin tuntumassa runsaammin sinilevää. Uimarannalla havaittavissa muutama sinileväpitoinen lammikko vesirajaa lähellä olevissa painaumissa."
"Sydbottenin rannikkoalue (96.51)/Valtakunnallinen sinileväseuranta (Kaskisten edusta)";"62° 22' 0.81"" N, 21° 16' 0.60"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T13:18:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Oulun edusta/Valtakunnallinen sinileväseuranta (Perämeri Kellon Kiviniemi)";"65° 6' 51.24"" N, 25° 19' 6.37"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T14:45:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Lastujärvi (01.036.1.002)/Havaintopaikka 1";"62° 30' 45.69"" N, 30° 34' 39.31"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T15:32:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Rotarien sinileväseuranta (Hökberg)";"60° 10' 31.35"" N, 21° 56' 53.72"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T15:36:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Jormasjärvi (59.882.1.001)/Havaintopaikka 1";"64° 5' 1.92"" N, 28° 10' 52.62"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T16:30:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Levähiutaleita, jotka pakkautuvat laineiden mukana ohuiksi raidoiksi veden pintaan."
"Hyrynjärvi (59.431.1.009)/Myllyniemi";"64° 42' 40.29"" N, 28° 36' 35.05"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T16:43:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Simpelejärvi (yhd.)/Rotarien sinileväseuranta (Kukkarolahti)";"61° 29' 41.82"" N, 29° 29' 26.38"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T17:30:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Sinilevää vain muutamia pallosia, mutta viherleviä runsaasti korkeana kerroksena ja pinnassa vesikirppuja"
"Mannervesi/Valtakunnallinen sinileväseuranta (Iso Marjakari)";"61° 0' 22.32"" N, 21° 18' 48.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T18:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Levää on veteen sekoittuneena nähtävissä."
Bengtsår/Båtvik;"59° 58' 27.04"" N, 23° 10' 55.64"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T18:00:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Eekholmanselkä - Orvlaxfjärden/Rotarien sinileväseuranta (Skatankari)";"60° 5' 1.39"" N, 22° 57' 11.85"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-17T22:54:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Juuri ja juuri havaittavissa muutama ’tikku’ vesilasitestissä"
"Rönnskärsgloppetin rannikkoalue (97.111)/Valtakunnallinen sinileväseuranta (Märaströmmen)";"62° 59' 0.60"" N, 21° 2' 46.63"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-18T09:19:14;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Iniön saaristoalue (95.212)/Valtakunnallinen sinileväseuranta (Söderby)";"60° 21' 58.40"" N, 21° 24' 29.98"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-18T09:35:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Sipoon saaristo/Valtakunnallinen sinileväseuranta (Karhusaari)";"60° 14' 43.21"" N, 25° 13' 24.86"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-18T10:04:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Iniön saaristoalue (95.212)/Valtakunnallinen sinileväseuranta (Laupunen, Iniönaukko)";"60° 28' 44.97"" N, 21° 28' 45.47"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-18T11:10:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Torsa - Pieni-Torsa (03.051.1.001)/Koikanlahti";"61° 26' 29.74"" N, 29° 7' 51.16"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-18T11:50:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Ylisjärvi (24.043.1.001)/Valtakunnallinen sinileväseuranta (itäranta)";"60° 21' 56.56"" N, 23° 16' 58.11"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-18T12:51:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Mynälahden sisäosa/Rotarien sinileväseuranta (Pyhäranta Rantamäki)";"60° 37' 5.45"" N, 21° 47' 45.89"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-19T08:18:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rauman ja Eurajoen saaristo/Suurniemi";"61° 4' 11.18"" N, 21° 21' 46.84"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-19T15:09:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Hippuja runsaasti."
"Vangasjärvi (14.795.1.004)/Matintien uimaranta";"62° 18' 3.98"" N, 27° 4' 33.76"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2024-07-19T15:19:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Jaurakaisjärvi (60.065.1.001)/Jaurakainen";"65° 11' 45.88"" N, 26° 53' 50.81"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-19T18:05:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Houtskarin pääsaarten vesialue/Saverkeit, Steinvik";"60° 14' 3.47"" N, 21° 24' 46.60"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-19T19:54:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Rotarien sinileväseuranta (Anisorfjärden, Tratten)";"60° 9' 13.61"" N, 21° 56' 3.80"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-20T09:12:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kuortaneenjärvi (44.041.1.001)/Havaintopaikka 2";"62° 49' 51.10"" N, 23° 28' 4.83"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-20T10:52:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten sisäsaaristovedet/Rotarien sinileväseuranta (Sattmarksholmen)";"60° 15' 2.66"" N, 22° 14' 3.36"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-20T13:22:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Hakkenpää - Tuulvesi/Ikähimo";"60° 38' 31.35"" N, 21° 25' 45.59"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-20T14:46:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Vesijärvi (35.731.1.001)/Soukkio";"61° 31' 1.79"" N, 24° 9' 4.64"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-20T15:21:00;1;;-;"Tavallisen käyttäjän ylläpitämä";"Sinilevää on ollut jo pidemmän jopa ainakin parin viikon jakson, hitusia on pintavesissä, mutta pysynyt vielä harvana, ei lauttamaisia muodostelmia."
Våtskär-Ölandet/Ängesholmen;"60° 13' 36.14"" N, 25° 58' 19.09"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-21T08:16:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Pieni-Onkamo (04.371.1.001)/Laajaniemi";"62° 22' 56.78"" N, 29° 56' 30.05"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-07-21T10:15:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Porkkala itä/Havaintopaikka 3";"59° 59' 59.23"" N, 24° 30' 19.79"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-21T12:58:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kruunuvuorenselkä/Tuorinniemen uimaranta";"60° 11' 9.10"" N, 25° 2' 21.18"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-21T13:21:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Suuri-Onkamo (04.372.1.001)/Mutasen ranta";"62° 21' 5.80"" N, 29° 57' 40.45"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2024-07-21T18:49:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kaskinen-Kristiinankaupunki/Rotarien sinileväseuranta (Vackergrund)";"62° 20' 25.15"" N, 21° 13' 55.81"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T08:39:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Ylisjärvi (24.043.1.001)/Tuoreskallio";"60° 21' 17.47"" N, 23° 16' 26.79"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T09:01:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Rymättylän ja Houtskarin välinen saaristo/Rotarien sinileväseuranta (Mårtensholm)";"60° 8' 47.28"" N, 21° 28' 37.72"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T11:32:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Södra Föglö innerskärgård/Rotarien sinileväseuranta (Näversfjärden, Svartholm)";"60° 1' 19.53"" N, 20° 26' 30.00"" E";"Ahvenanmaan maakunta";2024-07-22T12:08:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Petäys (23.096.1.007)/Havaintopaikka 1";"60° 32' 33.31"" N, 24° 32' 33.34"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T12:43:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Kuusiston salmet ja Piikkiönlahti/Valtakunnallinen sinileväseuranta (Kuusistonsalmi, Hovirinnan uimaranta)";"60° 23' 43.30"" N, 22° 22' 35.21"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T15:40:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kivenpuulammi (35.823.1.002)/Rotarien sinileväseuranta";"60° 49' 31.76"" N, 25° 0' 23.14"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T16:47:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rymättylän ja Houtskarin välinen saaristo/Rotarien sinileväseuranta (Bölsviken)";"60° 8' 31.72"" N, 21° 38' 36.12"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T17:00:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kuortaneenjärvi (44.041.1.001)/Valtakunnallinen sinileväseuranta";"62° 48' 50.04"" N, 23° 28' 1.20"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T17:05:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Luvian - Rauman avomeri/Kylmäpihlaja";"61° 8' 37.83"" N, 21° 18' 17.02"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T17:55:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
"Keipsalo/Rotarien sinileväseuranta (Stora Småholmen)";"60° 18' 59.13"" N, 26° 7' 16.60"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T18:13:00;1;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Aurinkoista, 25 C, 4 m/s kaakkoistuulta, vedenkorkeus n +2"
"Vappari/Havaintopaikka 5";"60° 20' 16.36"" N, 22° 9' 15.55"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2024-07-22T19:20:00;1;;-;"Tavallisen käyttäjän ylläpitämä";
